avoir besoin,,[sound:avoir besoin.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avoir-besoin/,,lsf-1 verbe verbe-aff-nég
avoir de la chance,,[sound:avoir de la chance.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avoir-de-la-chance/,,lsf-1 formule
avoir envie,,[sound:avoir envie.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avoir-envie/,,lsf-1 verbe verbe-aff-nég
avoir faim,,[sound:avoir faim.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/faim/,,lsf-1 verbe
avoir l'air,,,,"En cours, comme la première moitié de [ ressembler ], un cercle autour du visage",,,[manquant] lsf-4 formule
avoir la chair de poule,,[sound:avoir la chair de poule.mp4],,Main active qui remonte le long du bras avec tous les doigts ouverts vers le haut,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avoir-la-chair-de-poule/,,lsf-1 formule
avoir mal,,[sound:avoir mal.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avoir-mal/,,lsf-1 
avoir raison,,[sound:avoir raison.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/raison/,,lsf-1 formule verbe
avoir tort,,[sound:avoir tort.mp4],,"En cours, homosigne de [ tort ].",https://signsuisse.sgb-fss.ch/fr/lexikon/g/faux-1/,,lsf-2 verbe
avril,,[sound:avril.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/avril/,,lsf-1 calendrier
aéroport,,[sound:aéroport.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/aeroport/,,lsf-2 lieu transport
aïe!,,,,,,,[manquant] lsf-1 interjection
bactérie,,,"<img src=""bactérie.png"">",,,https://www.pisourd.ch/index.php?theme=dicocomplet&id=117,lsf-4 médecine
badminton,,,"<img src=""badminton.png"">",,https://signsuisse.sgb-fss.ch/fr/lexikon/g/badminton/,,
bain,,[sound:bain.mp4],,,,,lsf-2 
balcon,,[sound:balcon.mp4],,,https://signsuisse.sgb-fss.ch/fr/lexikon/g/balcon/,,lsf-2 bâtiment lieu
